student_id,attendance_pct,cat1_score,cat2_score,assignment_avg,practical_avg,lms_activity_pct,study_hours_week,final_exam_score,overall_mark,pass_fail
EICN/2016/2387,98,13,27,79,91,100,11.6,60,67,1
EICN/2018/9917,72,18,16,42,38,55,12.1,40,45,1
EICN/2022/4981,79,18,18,71,88,79,9.5,43,55.4,1
EICN/2018/6860,84,10,12,65,41,77,4.6,43,43.1,1
EICN/2017/5066,71,12,25,50,59,50,11.5,40,49.4,1
EICN/2018/5576,79,21,2,55,38,64,11.5,43,42.3,1
EICN/2020/4412,93,9,11,77,69,87,8.2,55,52.1,1
EICN/2021/0430,72,7,16,46,52,38,4.9,40,41.3,1
EICN/2021/1635,69,10,26,61,49,84,4.7,52,55,1
EICN/2022/0124,83,25,12,58,47,72,13.1,51,54.5,1
EICN/2021/4411,75,9,17,82,75,94,6.4,44,50.7,1
EICN/2015/9290,64,13,17,61,63,74,10.7,56,55.4,1
EICN/2021/0540,76,12,21,59,58,57,16,48,52.2,1
EICN/2025/5845,60,9,8,53,43,62,12.9,22,29.1,0
EICN/2022/7856,78,17,3,59,52,81,9.4,38,40.1,1
EICN/2015/4739,92,19,22,60,66,71,11.2,54,60.1,1
EICN/2025/8768,74,8,19,72,73,74,12.9,51,53.5,1
EICN/2015/4291,84,18,9,80,75,95,15.6,59,58.5,1
EICN/2025/6132,81,15,17,68,74,74,11.4,46,53.2,1
EICN/2018/0039,88,19,21,85,80,100,9.4,55,64,1
EICN/2020/2287,73,21,21,48,46,52,8.9,49,54.9,1
EICN/2019/4009,79,13,4,68,79,96,11.3,37,41.7,1
EICN/2020/5238,92,19,9,81,89,96,8.9,43,52.5,1
EICN/2017/2762,73,14,22,60,62,72,8.2,48,54.2,1
EICN/2020/6446,75,20,24,64,59,74,11.7,53,60.8,1
EICN/2020/7609,87,20,24,74,70,77,9.5,54,63.4,1
EICN/2019/5048,76,14,23,38,42,54,4.4,39,46,1
EICN/2019/0979,100,22,14,62,72,85,13.8,43,52.9,1
EICN/2023/5216,91,18,17,64,64,82,11.7,58,59.3,1
EICN/2016/6320,64,15,25,68,66,76,3.8,54,60.4,1
EICN/2023/2141,85,23,18,60,54,76,8,58,60.9,1
EICN/2020/2065,66,14,13,47,68,46,10.6,47,48.5,1
EICN/2022/0021,100,23,12,80,70,93,7.9,56,60.5,1
EICN/2015/4445,100,11,11,74,73,88,10,42,46.7,1
EICN/2016/7555,72,18,16,47,57,62,13.6,52,53.4,1
EICN/2019/5272,83,16,19,69,78,98,3.4,38,51.2,1
EICN/2023/2214,84,12,13,60,69,70,14.6,40,45.4,1
EICN/2024/4065,77,17,24,69,66,81,5.7,55,61.5,1
EICN/2024/1323,83,16,12,73,67,100,3.2,49,52.5,1
EICN/2019/5240,81,17,21,83,75,92,10.2,59,64.3,1
EICN/2022/5498,79,15,19,73,66,92,15.3,42,51.9,1
EICN/2021/6281,84,11,25,82,81,91,13.5,45,56.8,1
EICN/2021/8709,63,17,14,63,43,83,11.8,54,53.1,1
EICN/2024/7861,78,18,16,72,62,99,13.9,43,51.9,1
EICN/2018/9154,86,16,26,76,60,92,9.6,65,67.1,1
EICN/2022/3102,75,14,20,46,61,64,3.2,35,45.2,1
EICN/2023/1695,68,15,17,68,72,94,12,45,52.5,1
EICN/2025/0738,70,12,17,69,66,77,5.3,27,41.5,1
EICN/2025/9179,59,16,30,43,30,46,17.6,46,53.3,1
EICN/2023/0362,92,13,18,55,65,73,10.7,42,48.5,1
EICN/2025/8271,73,10,15,54,46,55,13.8,47,46,1
EICN/2022/8327,72,17,14,85,87,96,12.4,42,53.7,1
EICN/2020/0250,67,15,16,81,61,98,12.5,55,57.2,1
EICN/2022/3106,57,13,16,33,20,43,16.1,42,40.8,1
EICN/2021/7031,66,15,17,61,56,72,6.3,49,52.2,1
EICN/2023/0540,86,15,17,67,64,81,6.6,49,53.6,1
EICN/2016/2392,75,15,20,54,64,59,4.8,59,58.8,1
EICN/2020/2836,90,22,19,68,57,79,8.8,40,53,1
EICN/2025/8214,71,11,28,38,38,40,10.7,35,44.6,1
EICN/2019/4696,89,18,21,81,86,99,10.5,57,64.7,1
EICN/2015/4859,66,11,9,59,71,72,8.2,34,40,1
EICN/2018/4699,61,17,18,51,70,65,14.5,47,53.1,1
EICN/2016/4711,75,18,16,41,51,55,11.7,46,49.2,1
EICN/2018/9019,83,15,12,53,53,69,9.3,40,44.1,1
EICN/2022/1265,81,17,18,57,59,71,11.5,39,48.6,1
EICN/2018/5218,84,20,5,64,65,85,7.2,36,43.4,1
EICN/2016/8289,76,11,16,69,75,90,3.9,28,41.9,1
EICN/2024/6662,81,12,24,52,40,68,5.2,36,45.2,1
EICN/2023/8780,72,18,9,51,52,65,12.5,42,44.8,1
EICN/2017/0974,73,13,22,63,71,76,11.8,43,52.4,1
EICN/2021/9332,100,24,22,73,78,100,10.5,59,67.6,1
EICN/2016/1618,86,17,12,61,55,87,11.2,44,48.1,1
EICN/2017/6018,71,18,12,84,94,96,12.2,59,62.3,1
EICN/2025/8193,94,15,24,67,95,90,5.5,51,61.2,1
EICN/2022/2143,79,17,21,46,49,58,1,42,49.5,1
EICN/2020/6440,86,18,12,73,82,82,14.7,63,62,1
EICN/2017/1059,55,14,11,23,29,26,14.1,35,35.2,0
EICN/2025/4213,90,15,15,72,54,80,12,46,50.6,1
EICN/2022/0229,70,15,20,76,73,85,7.5,51,57.9,1
EICN/2022/0165,62,11,15,36,45,50,8.4,38,40.1,1
EICN/2016/6444,64,13,19,36,37,36,14.7,36,41.3,1
EICN/2024/3935,65,13,18,45,43,52,11.2,45,46.8,1
EICN/2017/4633,77,23,17,56,54,60,12.1,37,49.5,1
EICN/2025/1758,88,23,30,83,80,100,14.5,73,79.3,1
EICN/2024/2035,63,8,20,59,59,69,7.6,21,36.3,0
EICN/2025/0206,82,12,18,86,85,100,7.6,41,52.6,1
EICN/2025/3847,78,12,23,76,100,85,6.6,42,56.1,1
EICN/2022/4582,52,8,24,48,38,40,15.4,53,51.1,1
EICN/2023/8135,57,9,19,57,79,64,15.2,55,55.1,1
EICN/2023/7841,78,10,12,71,58,93,10.3,42,44.9,1
EICN/2020/4971,78,16,17,53,45,64,10.3,52,52.3,1
EICN/2017/4844,96,16,24,80,89,100,11.8,53,63.4,1
EICN/2024/7223,67,13,27,67,68,79,5.3,55,61,1
EICN/2025/4549,57,12,13,46,36,60,7.6,34,37.7,0
EICN/2018/3367,87,20,18,60,57,83,5,52,56.7,1
EICN/2019/3456,82,22,10,78,77,89,9.3,43,53,1
EICN/2021/4464,89,20,21,80,88,100,6.3,56,65.3,1
EICN/2023/2054,44,6,15,33,28,45,12.8,27,30.1,0
EICN/2017/9352,78,12,16,84,63,100,11.3,45,51.2,1
EICN/2016/7324,76,19,6,57,69,71,14.4,45,47.6,1
EICN/2019/1804,68,7,26,47,42,52,17.1,32,41.4,1
EICN/2016/3797,70,10,17,52,51,74,9.6,45,46.3,1
EICN/2023/1146,88,21,19,61,70,69,3.1,48,57.1,1
EICN/2025/6205,70,19,14,56,44,59,9.5,44,48.5,1
EICN/2023/6806,81,12,19,65,52,91,12.6,43,48.7,1
EICN/2022/7934,100,18,21,69,70,94,16.2,67,66.9,1
EICN/2016/3536,70,11,6,57,48,68,7.4,30,34,0
EICN/2017/6430,75,16,17,56,38,77,9.7,53,52.4,1
EICN/2018/7398,91,17,16,71,75,100,18,60,61.1,1
EICN/2024/0405,79,15,20,57,57,60,7.1,51,54.4,1
EICN/2024/3579,66,11,23,63,53,69,11.1,35,46.1,1
EICN/2021/9538,60,13,16,47,43,47,11.2,27,37,0
EICN/2024/5112,84,20,26,82,69,94,6.9,45,60.6,1
EICN/2016/2557,66,14,21,55,34,77,9.3,49,50.9,1
EICN/2025/4871,89,15,21,76,74,91,17.6,51,58.5,1
EICN/2025/0946,87,19,21,56,57,68,9.6,56,59.3,1
EICN/2020/3412,66,12,9,33,54,35,9.5,36,37.2,0
EICN/2016/7101,100,20,9,71,85,100,8.1,49,54.6,1
EICN/2017/6615,78,21,20,70,84,100,13,63,67.4,1
EICN/2023/2244,80,15,16,38,41,35,12.2,65,55.9,1
EICN/2015/0557,100,21,16,71,85,100,13.3,57,62.6,1
EICN/2019/2935,71,12,6,52,55,66,11.3,27,33.2,0
EICN/2021/9401,65,11,18,47,42,67,13.7,42,44.4,1
EICN/2022/8281,68,18,21,34,20,44,6.6,35,42.4,1
EICN/2021/7216,94,25,19,89,97,100,14.9,81,81.1,1
EICN/2019/9663,88,21,20,52,32,57,12.1,51,54.4,1
EICN/2019/7712,87,10,23,75,82,86,18.6,63,63.7,1
EICN/2025/8909,73,15,13,44,39,54,4.8,46,45.3,1
EICN/2018/7181,86,20,14,54,58,57,8.7,40,48.2,1
EICN/2021/5547,78,18,18,72,71,97,14.4,70,67.3,1
EICN/2019/2342,80,17,17,56,52,66,10.9,55,55.3,1
EICN/2021/8113,75,23,20,70,90,84,14.4,61,68,1
EICN/2020/7367,75,6,1,83,73,100,1.2,22,30.1,0
EICN/2019/1984,96,17,22,77,80,100,8.5,59,64.7,1
EICN/2020/0408,59,11,13,44,52,47,12.9,37,40.1,1
EICN/2025/1375,80,8,16,59,63,79,7.2,28,38.2,0
EICN/2016/4299,85,18,12,59,63,84,9.7,47,50.7,1
EICN/2025/3474,84,17,23,89,93,100,5.7,57,66.7,1
EICN/2019/5299,85,23,24,74,66,89,18.8,73,74,1
EICN/2023/7956,62,11,17,57,59,72,10.8,39,45.1,1
EICN/2024/6493,89,26,12,74,74,100,11.4,39,53.3,1
EICN/2024/6354,72,13,17,84,66,93,8.2,38,49,1
EICN/2017/6529,76,17,22,71,72,99,14.2,66,66.8,1
EICN/2018/9128,100,11,11,80,75,100,5.7,32,42.5,1
EICN/2021/7149,60,11,17,64,63,85,10.8,47,50.2,1
EICN/2016/8531,62,13,13,62,72,64,12.7,38,45.4,1
EICN/2019/6550,98,17,19,77,82,100,14.1,65,66.4,1
EICN/2016/0256,71,20,18,50,39,65,12.1,53,54.4,1
EICN/2024/0336,92,26,15,72,84,82,8.1,57,64.6,1
EICN/2020/6272,91,12,12,76,58,81,6.6,52,51.4,1
EICN/2024/4551,62,13,18,50,54,51,7.7,41,46.4,1
EICN/2020/7138,78,18,22,82,69,90,5.5,49,59.6,1
EICN/2020/3469,90,16,20,67,55,87,9.4,53,56.7,1
EICN/2020/6960,93,18,8,81,83,100,14.9,45,51.9,1
EICN/2023/0476,71,12,20,71,90,89,15.7,44,54.1,1
EICN/2023/0556,87,18,14,69,60,77,5.1,50,53.9,1
EICN/2018/2468,91,15,17,80,70,100,5.6,49,55.5,1
EICN/2025/0743,69,14,20,61,39,61,14.1,36,45,1
EICN/2016/0780,73,11,19,57,64,60,7.3,34,44.1,1
EICN/2024/4126,66,16,11,56,61,67,1,31,40.7,1
EICN/2020/1654,70,16,16,58,71,72,6,48,52.9,1
EICN/2020/8281,89,13,28,67,55,85,13.3,52,58.7,1
EICN/2016/6145,79,15,9,75,73,83,8.3,35,44.3,1
EICN/2016/3665,72,11,12,50,53,70,18.1,50,46.8,1
EICN/2024/0937,73,17,28,40,31,51,7.3,43,51.1,1
EICN/2022/1185,96,22,22,71,72,100,4.8,69,70.8,1
EICN/2015/1447,76,23,23,62,54,83,11.8,56,62.6,1
EICN/2015/5401,73,6,18,47,55,39,20.4,45,44.7,1
EICN/2023/9182,62,12,8,74,72,77,6.4,40,44.6,1
EICN/2015/9094,88,18,11,75,92,93,19.3,62,62.2,1
EICN/2018/0072,74,18,21,60,66,62,11.6,49,56.6,1
EICN/2016/9555,77,11,13,74,77,79,12.2,40,47.1,1
EICN/2024/5600,85,17,20,85,86,100,6.6,62,66.6,1
EICN/2019/6611,75,15,16,71,45,89,10.6,46,50.1,1
EICN/2024/3712,73,23,22,74,68,80,14,65,69.2,1
EICN/2016/7736,92,18,14,54,49,76,17.5,47,49.8,1
EICN/2023/0525,70,14,19,56,61,65,13.6,46,51.2,1
EICN/2023/2737,65,13,19,55,64,62,11.2,48,51.9,1
EICN/2016/9395,76,18,22,75,61,83,5.6,47,57.1,1
EICN/2015/4587,73,8,23,58,51,60,11,42,47.4,1
EICN/2015/7541,72,10,21,76,79,86,9.7,41,51.5,1
EICN/2022/7229,70,17,6,69,79,88,9.3,35,43.8,1
EICN/2025/3887,100,22,16,44,58,59,10.3,40,49.2,1
EICN/2022/7598,70,6,24,60,42,64,13.3,46,48.2,1
EICN/2018/3792,77,15,18,74,59,81,8.2,56,57.8,1
EICN/2018/1806,79,20,12,71,77,84,3.4,47,54.3,1
EICN/2022/9541,72,16,9,56,62,57,8.8,38,43.3,1
EICN/2015/2063,96,18,22,62,44,85,7.3,58,59.6,1
EICN/2018/3093,71,12,17,30,40,40,8.1,37,40,1
EICN/2018/4695,80,20,14,57,47,68,5.1,38,46.4,1
EICN/2024/8572,85,16,19,76,91,88,3.3,43,55.7,1
EICN/2017/9704,95,17,21,75,69,100,13.9,40,53.4,1
EICN/2024/8625,79,13,24,69,66,73,7.1,59,61.5,1
EICN/2024/6071,66,18,12,54,44,73,8.7,33,41.3,1
EICN/2016/2076,76,17,19,63,74,62,6.1,45,54.2,1
EICN/2015/6554,62,11,14,39,32,48,18.5,41,40.1,1
EICN/2023/4683,70,17,15,66,70,70,8.9,49,54.1,1
EICN/2020/9121,83,19,20,56,63,66,10.7,41,51.9,1
EICN/2024/3983,67,16,26,60,63,84,8.1,38,52.3,1
EICN/2016/0644,77,18,26,77,82,100,6.3,69,72.4,1
EICN/2019/8078,80,19,6,57,56,79,13.9,44,45.8,1
EICN/2018/4120,86,27,20,71,78,90,7.7,51,63.9,1
EICN/2021/3710,96,15,20,85,82,100,7.3,56,62.2,1
EICN/2018/8580,86,26,13,65,68,83,11.4,64,64.8,1
EICN/2017/2514,90,16,8,82,91,100,10.9,42,50.3,1
EICN/2021/7376,64,12,18,66,69,91,6,40,48.5,1
EICN/2019/9084,56,10,28,54,54,60,11,56,57.8,1
EICN/2019/3728,60,12,18,54,51,57,13,47,49,1
EICN/2022/9675,82,9,12,53,60,67,7.3,54,48.8,1
EICN/2019/5214,83,17,27,52,52,65,15.1,44,54.4,1
EICN/2018/4226,68,8,18,47,45,67,11.1,48,46.2,1
EICN/2024/6077,53,14,24,53,54,52,9.4,30,44.7,1
EICN/2021/4820,64,12,17,65,73,69,11,55,55.8,1
EICN/2017/1529,98,21,22,65,52,91,6.2,66,66.2,1
EICN/2017/3683,77,11,20,72,76,75,9.3,46,53.3,1
EICN/2016/2240,88,16,16,76,72,96,18.6,59,60.3,1
EICN/2021/1193,68,18,14,44,36,42,11.8,48,48,1
EICN/2021/2914,96,22,19,64,52,74,7.4,34,49.1,1
EICN/2015/5886,74,15,30,57,52,60,5.3,38,52.4,1
EICN/2025/5702,81,17,22,41,41,50,4.2,40,47.7,1
EICN/2015/3619,82,11,24,70,80,75,8.2,45,55,1
EICN/2020/5047,67,7,11,79,89,88,7.9,47,49.3,1
EICN/2017/5490,77,9,10,71,55,100,3.5,40,42.1,1
EICN/2020/7773,66,10,23,50,63,56,3.5,32,43.8,1
EICN/2023/3921,80,10,17,80,83,100,15.3,50,54.8,1
EICN/2021/4785,97,28,16,80,85,88,1.7,40,58.5,1
EICN/2023/9759,49,3,8,60,74,74,1.2,28,32.9,0
EICN/2020/9338,94,22,11,72,52,75,13.4,67,62.4,1
EICN/2022/4772,87,16,27,68,75,80,6.7,48,59.8,1
EICN/2018/0060,100,27,26,75,81,100,10.9,60,72.1,1
EICN/2015/6122,83,26,18,63,56,69,8.1,46,56.9,1
EICN/2020/8730,60,12,13,70,65,86,16.2,45,48.5,1
EICN/2024/4833,90,15,21,77,79,89,6.6,35,51.1,1
EICN/2021/5884,88,19,24,82,84,96,6.9,48,62.1,1
EICN/2022/7222,88,25,17,84,94,96,17.7,62,69.8,1
EICN/2022/4938,72,16,18,62,88,70,7.9,44,54,1
EICN/2023/4032,74,9,20,58,62,73,3.2,34,43.5,1
EICN/2025/1140,93,21,25,79,84,92,14.1,56,67.3,1
EICN/2017/1540,66,10,12,36,40,50,10.2,28,32.6,0
EICN/2022/2114,88,10,14,76,65,85,12.7,47,49.6,1
EICN/2020/1797,73,17,11,49,41,57,10,39,42.5,1
EICN/2019/7085,84,16,27,77,68,94,8.7,57,64.5,1
EICN/2023/9810,81,16,12,76,60,81,4.9,49,52.1,1
EICN/2020/5339,74,20,23,63,68,71,4.8,54,61.6,1
EICN/2025/5442,76,17,13,46,43,61,7.9,37,42.4,1
EICN/2015/8799,62,11,6,34,48,45,9,29,31.2,0
EICN/2025/9685,59,14,21,38,29,44,14.3,55,51.7,1
EICN/2015/8854,82,16,12,47,48,66,12.4,55,51,1
EICN/2015/3621,83,18,12,77,75,82,9.8,35,47.7,1
EICN/2022/5337,80,11,9,39,42,45,11.2,25,30.6,0
EICN/2015/4953,67,9,11,66,68,66,11.7,39,42.9,1
EICN/2021/5473,95,15,13,67,68,73,15.1,48,51.5,1
EICN/2019/3431,61,15,12,32,20,43,10.2,25,31.2,0
EICN/2016/5407,88,15,19,65,70,75,10.8,43,52,1
EICN/2016/7635,58,19,12,46,48,56,10,44,46.9,1
EICN/2020/2535,99,19,15,64,61,84,8.4,55,57,1
EICN/2019/7491,64,19,19,65,72,69,11.9,41,53.2,1
EICN/2020/6750,49,8,19,54,54,72,11.9,25,36.8,0
EICN/2015/1702,62,15,19,74,62,78,8.7,43,52.1,1
EICN/2017/2331,89,20,6,54,61,71,7.1,41,45,1
EICN/2024/6079,99,14,23,84,83,94,13.7,73,71.7,1
EICN/2015/5563,94,22,17,84,82,100,12.5,60,66.1,1
EICN/2024/2541,89,7,21,58,64,81,12.2,50,51.2,1
EICN/2025/0404,80,15,18,70,68,80,9.8,37,48.8,1
EICN/2025/0409,73,17,15,68,56,81,5.8,52,54.4,1
EICN/2022/2529,94,21,13,79,75,100,6.9,46,55.4,1
EICN/2023/5537,78,15,24,48,47,58,11,36,47,1
EICN/2022/7091,68,12,15,52,57,72,12.5,33,40.9,1
EICN/2017/2174,58,16,18,63,56,71,14.9,57,57.4,1
EICN/2023/2275,70,14,8,49,33,66,11,24,31.2,0
EICN/2020/0595,68,14,10,45,54,50,8.7,29,36.4,0
EICN/2021/7908,89,22,18,71,54,100,12.6,48,56.5,1
EICN/2023/9905,77,17,13,54,58,71,12.8,48,50.2,1
EICN/2025/3682,93,16,16,87,99,100,5.9,52,60.6,1
EICN/2024/2563,96,16,23,72,57,97,9.7,43,53.9,1
EICN/2022/2408,82,16,17,74,87,100,7.8,51,58.1,1
EICN/2024/6049,87,22,12,72,62,82,13.7,42,51.4,1
EICN/2018/4754,71,15,30,59,56,58,10.9,50,59,1
EICN/2021/2117,86,16,7,55,55,66,17.1,40,42.5,1
EICN/2017/2791,82,20,29,58,60,70,10.3,63,67.8,1
EICN/2015/8814,79,15,11,55,55,78,16.1,48,48,1
EICN/2025/1863,67,15,10,66,56,67,14.6,50,49.7,1
EICN/2021/4169,55,6,17,49,58,57,12,43,43.7,1
EICN/2023/9690,74,13,22,61,60,74,8.9,50,54.6,1
EICN/2020/0548,64,10,20,43,55,40,15.3,36,42.8,1
EICN/2025/9595,82,11,19,58,54,65,11.3,54,53.2,1
EICN/2022/1102,75,12,17,44,63,57,6.1,23,36.7,0
EICN/2020/7186,91,10,19,47,62,62,12.2,36,43.4,1
EICN/2020/0212,56,5,8,38,37,54,3.8,29,28.5,0
EICN/2015/2533,81,13,21,59,53,80,9.5,43,49.7,1
EICN/2020/4559,80,16,20,73,70,78,7.9,46,55.3,1
EICN/2022/0667,61,21,11,57,84,67,7.2,41,50.6,1
EICN/2021/0237,54,11,15,60,50,73,6.1,35,41.5,1
EICN/2016/2895,63,13,20,51,49,58,12.8,36,44.5,1
EICN/2019/0766,82,12,23,70,70,100,10,40,51.5,1
EICN/2024/5964,80,12,14,78,84,98,2.8,31,44.7,1
EICN/2016/4388,91,25,19,75,62,98,11.2,72,71.7,1
EICN/2019/1975,80,16,2,60,72,81,15.6,39,41.7,1
EICN/2025/5031,84,21,30,79,75,87,10.2,44,62.9,1
EICN/2018/4489,56,7,22,54,35,68,9.9,47,46.9,1
EICN/2024/0962,81,15,22,88,94,100,4.6,61,67.2,1
EICN/2021/1981,68,16,13,62,61,67,10.6,36,44.8,1
EICN/2023/5664,86,22,21,83,91,97,19.9,59,68.4,1
EICN/2015/9202,73,10,19,59,74,68,1.9,37,46.3,1
EICN/2024/2388,67,9,20,70,71,84,9.2,37,47.1,1
EICN/2017/8819,65,12,27,67,66,83,7.9,46,55.8,1
EICN/2016/2244,94,18,21,81,83,89,12.7,67,69.4,1
EICN/2019/1945,59,12,18,79,66,92,12.3,52,55.5,1
EICN/2017/5599,74,13,17,38,22,47,5.1,44,43,1
EICN/2015/0729,90,29,21,80,79,94,12.4,68,74.9,1
EICN/2024/7538,97,16,15,74,70,89,9,31,45.4,1
EICN/2018/7137,77,10,13,51,56,56,7.7,31,37.7,0
EICN/2015/2964,79,22,22,62,56,84,7.9,53,60.3,1
EICN/2018/9166,70,21,4,61,53,79,12.9,44,45.9,1
EICN/2021/2449,100,20,24,85,74,96,15.2,54,64.9,1
EICN/2016/5642,77,16,19,48,60,58,3.8,40,48.3,1
EICN/2020/8894,79,9,17,69,61,74,11.6,32,42,1
EICN/2020/8307,76,15,23,72,73,77,10.1,59,63,1
EICN/2019/3341,78,20,30,56,69,58,16.2,75,75,1
EICN/2021/0125,80,17,7,84,88,92,16.9,57,57.7,1
EICN/2025/9738,76,20,11,56,46,75,5.3,26,38.7,0
EICN/2023/9270,71,10,13,60,36,84,7.6,17,29.6,0
EICN/2022/9229,87,21,12,63,80,79,10.8,51,56.3,1
EICN/2016/6667,93,13,20,70,76,92,14.4,35,48.6,1
EICN/2021/5836,91,18,21,84,92,100,7.7,53,63.6,1
EICN/2021/7096,70,20,17,69,68,81,8.4,46,55.2,1
EICN/2024/2930,86,14,26,59,60,71,10.7,54,58.9,1
EICN/2024/5588,85,14,24,52,59,72,9.3,45,52.6,1
EICN/2023/0326,76,17,16,81,88,98,9.9,52,59.4,1
EICN/2020/3266,71,14,20,53,54,67,5.9,51,53.2,1
EICN/2021/5480,80,11,16,57,70,79,13.5,43,47.7,1
EICN/2024/9831,61,10,6,45,73,61,6.5,40,39.8,0
EICN/2018/9558,63,11,7,59,70,59,5.5,42,42.9,1
EICN/2023/4555,71,18,8,61,70,72,8.4,38,45.1,1
EICN/2020/8886,77,21,20,73,78,86,11.5,49,60.1,1
EICN/2016/0736,88,21,21,72,68,100,7.5,68,69,1
EICN/2023/9192,93,18,19,67,63,94,4.8,36,49.5,1
EICN/2017/5747,82,16,24,63,80,80,7.2,41,54.8,1
EICN/2025/8685,59,12,12,50,62,51,10.8,40,43.2,1
EICN/2017/4950,71,16,15,54,51,68,6.9,41,46.5,1
EICN/2025/7423,87,18,21,65,60,80,7.6,57,60.5,1
EICN/2020/1927,85,19,5,76,69,87,10.4,38,45.5,1
EICN/2017/3571,75,17,10,74,100,100,11.9,45,53.4,1
EICN/2021/6085,92,24,24,61,52,76,12.5,58,64.3,1
EICN/2020/7366,65,15,9,39,51,54,8.8,37,39.5,0
EICN/2015/3481,64,12,7,61,68,79,13.3,35,39.9,0
EICN/2018/0482,92,15,16,72,46,98,7.8,59,56.8,1
EICN/2018/9545,63,8,26,58,59,55,7.6,30,43.7,1
EICN/2015/6811,100,26,9,78,65,93,10.2,41,52.3,1
EICN/2020/7868,83,23,14,78,69,100,14.9,67,66.7,1
EICN/2017/8203,79,15,2,74,73,85,14.5,36,41.2,1
EICN/2024/2298,84,14,21,59,66,56,10.7,54,57,1
EICN/2021/2163,78,17,13,69,75,77,10.8,54,56.4,1
EICN/2017/2430,70,16,4,61,70,69,12.2,37,41.6,1
EICN/2020/5156,90,21,18,63,55,87,14.9,74,68.3,1
EICN/2019/3407,78,18,11,76,62,84,15.2,45,50.8,1
EICN/2022/5010,76,16,20,80,77,90,13.2,39,53.2,1
EICN/2016/2521,90,21,14,55,63,77,8.7,54,56.3,1
EICN/2017/3496,90,18,13,67,71,88,8.9,49,53.8,1
EICN/2020/1248,78,19,16,25,30,32,9.7,53,49.5,1
EICN/2024/4505,70,12,9,52,31,62,15.4,43,40.3,1
EICN/2024/8748,69,14,25,54,61,65,16.3,48,55,1
EICN/2017/6289,67,11,22,44,37,38,9.9,43,46.1,1
EICN/2017/6494,90,10,14,63,58,66,8.7,33,40.6,1
EICN/2024/7326,88,15,15,53,57,74,12.3,42,47,1
EICN/2022/0739,54,9,17,54,39,50,10.8,43,43.8,1
EICN/2020/0929,75,13,20,55,56,71,6.9,48,51.6,1
EICN/2018/4237,73,16,21,49,50,64,8.1,36,46.4,1
EICN/2021/4920,100,15,10,67,74,91,8.7,42,47.6,1
EICN/2025/9532,72,12,26,67,76,86,5.6,40,53.3,1
EICN/2023/4648,69,15,17,74,82,85,14.1,54,58.6,1
EICN/2017/4831,71,18,20,60,65,62,11.9,44,53.5,1
EICN/2021/5312,70,13,20,53,65,60,4.9,38,47.3,1
EICN/2025/9402,79,19,21,70,58,74,9.7,56,60.8,1
EICN/2023/9932,82,17,13,69,75,81,7.4,50,54.4,1
EICN/2018/3013,89,18,25,68,64,79,9.9,57,63.2,1
EICN/2018/4283,83,22,12,72,67,82,5.1,47,54.4,1
EICN/2015/5550,63,6,17,53,53,72,9.3,47,45.6,1
EICN/2015/2195,54,11,19,63,67,63,13,40,48,1
EICN/2021/2476,80,11,17,65,69,90,14.1,35,44.9,1
EICN/2018/3776,92,14,10,72,57,95,16.3,41,45.4,1
EICN/2023/5126,83,22,12,75,63,90,10.6,57,59.3,1
EICN/2022/1912,66,7,22,74,75,81,18.7,42,50.4,1
EICN/2015/7072,70,13,15,57,42,75,17.3,43,45.4,1
EICN/2015/1238,75,19,10,72,75,89,11.8,53,55.7,1
EICN/2020/6873,59,15,14,47,47,56,8.7,48,47.9,1
EICN/2016/7792,89,23,10,57,63,80,11.1,51,54,1
EICN/2015/5301,74,10,24,76,91,91,9.3,49,58.2,1
EICN/2022/5002,75,15,15,60,60,62,4.3,47,50.5,1
EICN/2015/4853,88,16,19,83,90,100,6.8,38,53.8,1
EICN/2018/0450,87,12,16,55,50,63,11.3,50,49.5,1
EICN/2025/0034,83,8,16,85,97,96,7.7,55,57.7,1
EICN/2023/8370,81,14,13,70,67,95,8,46,50.2,1
EICN/2016/7270,85,18,15,60,77,68,5.4,54,57.2,1
EICN/2017/4328,71,11,3,56,71,77,12.5,32,35.7,0
EICN/2025/0621,89,20,21,62,75,86,14.4,30,49.2,1
EICN/2022/7975,75,22,27,51,46,57,7.6,52,60.2,1
EICN/2024/4550,67,11,18,45,36,59,7.4,44,44.6,1
EICN/2018/5969,69,11,8,82,95,92,12,40,47.2,1
EICN/2021/0935,75,13,12,70,69,81,17.4,57,54.9,1
EICN/2023/0508,81,7,29,84,95,100,2.6,56,63.9,1
EICN/2018/4106,83,22,16,51,37,58,13.4,40,47.8,1
EICN/2025/9589,78,16,18,60,57,77,8.6,52,54.7,1
EICN/2022/2357,78,23,23,60,67,58,10.1,47,59.2,1
EICN/2016/0976,87,11,9,81,93,100,9.3,44,49.4,1
EICN/2021/3108,95,24,13,66,53,90,14,53,56.9,1
EICN/2015/5109,77,12,18,69,78,83,8.8,34,46.7,1
EICN/2024/4609,70,13,13,66,66,71,18.8,58,55.2,1
EICN/2019/2698,71,13,23,75,75,92,13.8,54,60,1
EICN/2023/3486,85,21,21,60,77,76,6.1,46,57.7,1
EICN/2019/5238,78,16,17,46,42,61,11.4,51,50.8,1
EICN/2017/7312,56,5,20,28,21,33,15.6,45,39.9,0
EICN/2018/9025,73,16,16,63,60,65,10,43,49.8,1
